period,sectorId,sector-name,fuelId,fuel-name,stateId,state-name,value,value-units
2011,CC,Commercial carbon dioxide emissions,NG,Natural Gas,WY,Wyoming,.641301,million metric tons of CO2
2011,CC,Commercial carbon dioxide emissions,PE,Petroleum,WY,Wyoming,.462103,million metric tons of CO2
2011,CC,Commercial carbon dioxide emissions,CO,Coal,WY,Wyoming,.051772,million metric tons of CO2
2011,RC,Residential carbon dioxide emissions,TO,All Fuels,WY,Wyoming,.96515,million metric tons of CO2
2011,RC,Residential carbon dioxide emissions,NG,Natural Gas,WY,Wyoming,.729316,million metric tons of CO2
2011,RC,Residential carbon dioxide emissions,PE,Petroleum,WY,Wyoming,.235835,million metric tons of CO2
2011,RC,Residential carbon dioxide emissions,CO,Coal,WY,Wyoming,0,million metric tons of CO2
2011,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,US,United States,5436.286405,million metric tons of CO2
2011,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,US,United States,1306.820697,million metric tons of CO2
2011,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,US,United States,2254.262826,million metric tons of CO2
2011,TT,Total carbon dioxide emissions from all sectors,CO,Coal,US,United States,1875.202882,million metric tons of CO2
2011,EC,Electric Power carbon dioxide emissions,TO,All Fuels,US,United States,2158.915646,million metric tons of CO2
2011,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,US,United States,410.405041,million metric tons of CO2
2011,EC,Electric Power carbon dioxide emissions,PE,Petroleum,US,United States,25.827896,million metric tons of CO2
2011,EC,Electric Power carbon dioxide emissions,CO,Coal,US,United States,1722.682709,million metric tons of CO2
2011,TC,Transportation carbon dioxide emissions,TO,All Fuels,US,United States,1808.398845,million metric tons of CO2
2011,TC,Transportation carbon dioxide emissions,NG,Natural Gas,US,United States,39.077079,million metric tons of CO2
2011,TC,Transportation carbon dioxide emissions,PE,Petroleum,US,United States,1769.321766,million metric tons of CO2
2011,TC,Transportation carbon dioxide emissions,CO,Coal,US,United States,0,million metric tons of CO2
2011,IC,Industrial carbon dioxide emissions,TO,All Fuels,US,United States,921.411327,million metric tons of CO2
2011,IC,Industrial carbon dioxide emissions,NG,Natural Gas,US,United States,431.832529,million metric tons of CO2
2011,IC,Industrial carbon dioxide emissions,PE,Petroleum,US,United States,342.900737,million metric tons of CO2
2011,IC,Industrial carbon dioxide emissions,CO,Coal,US,United States,146.678062,million metric tons of CO2
2011,CC,Commercial carbon dioxide emissions,TO,All Fuels,US,United States,221.633327,million metric tons of CO2
2011,CC,Commercial carbon dioxide emissions,NG,Natural Gas,US,United States,170.623954,million metric tons of CO2
2011,CC,Commercial carbon dioxide emissions,PE,Petroleum,US,United States,45.16726,million metric tons of CO2
2011,CC,Commercial carbon dioxide emissions,CO,Coal,US,United States,5.842112,million metric tons of CO2
2011,RC,Residential carbon dioxide emissions,TO,All Fuels,US,United States,325.927261,million metric tons of CO2
2011,RC,Residential carbon dioxide emissions,NG,Natural Gas,US,United States,254.882093,million metric tons of CO2
2011,RC,Residential carbon dioxide emissions,PE,Petroleum,US,United States,71.045168,million metric tons of CO2
2011,RC,Residential carbon dioxide emissions,CO,Coal,US,United States,0,million metric tons of CO2
2011,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,NC,North Carolina,132.397264,million metric tons of CO2
2011,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,NC,North Carolina,16.307957,million metric tons of CO2
2011,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,NC,North Carolina,56.428242,million metric tons of CO2
2011,TT,Total carbon dioxide emissions from all sectors,CO,Coal,NC,North Carolina,59.661065,million metric tons of CO2
2011,EC,Electric Power carbon dioxide emissions,TO,All Fuels,NC,North Carolina,62.325875,million metric tons of CO2
2011,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,NC,North Carolina,4.790641,million metric tons of CO2
2011,EC,Electric Power carbon dioxide emissions,PE,Petroleum,NC,North Carolina,.163041,million metric tons of CO2
2011,EC,Electric Power carbon dioxide emissions,CO,Coal,NC,North Carolina,57.372193,million metric tons of CO2
2011,TC,Transportation carbon dioxide emissions,TO,All Fuels,NC,North Carolina,50.629035,million metric tons of CO2
2011,TC,Transportation carbon dioxide emissions,NG,Natural Gas,NC,North Carolina,.395631,million metric tons of CO2
2011,TC,Transportation carbon dioxide emissions,PE,Petroleum,NC,North Carolina,50.233403,million metric tons of CO2
2011,TC,Transportation carbon dioxide emissions,CO,Coal,NC,North Carolina,0,million metric tons of CO2
2011,IC,Industrial carbon dioxide emissions,TO,All Fuels,NC,North Carolina,9.95597,million metric tons of CO2
2011,IC,Industrial carbon dioxide emissions,NG,Natural Gas,NC,North Carolina,5.119303,million metric tons of CO2
2011,IC,Industrial carbon dioxide emissions,PE,Petroleum,NC,North Carolina,2.959354,million metric tons of CO2
2011,IC,Industrial carbon dioxide emissions,CO,Coal,NC,North Carolina,1.877313,million metric tons of CO2
2011,CC,Commercial carbon dioxide emissions,TO,All Fuels,NC,North Carolina,4.3309,million metric tons of CO2
2011,CC,Commercial carbon dioxide emissions,NG,Natural Gas,NC,North Carolina,2.685148,million metric tons of CO2
2011,CC,Commercial carbon dioxide emissions,PE,Petroleum,NC,North Carolina,1.234193,million metric tons of CO2
2011,CC,Commercial carbon dioxide emissions,CO,Coal,NC,North Carolina,.411559,million metric tons of CO2
2011,RC,Residential carbon dioxide emissions,TO,All Fuels,NC,North Carolina,5.155484,million metric tons of CO2
2011,RC,Residential carbon dioxide emissions,NG,Natural Gas,NC,North Carolina,3.317233,million metric tons of CO2
2011,RC,Residential carbon dioxide emissions,PE,Petroleum,NC,North Carolina,1.83825,million metric tons of CO2
2011,RC,Residential carbon dioxide emissions,CO,Coal,NC,North Carolina,0,million metric tons of CO2
2011,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,MS,Mississippi,58.403609,million metric tons of CO2
2011,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,MS,Mississippi,22.996632,million metric tons of CO2
2011,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,MS,Mississippi,25.136191,million metric tons of CO2
2011,TT,Total carbon dioxide emissions from all sectors,CO,Coal,MS,Mississippi,10.270785,million metric tons of CO2
2011,EC,Electric Power carbon dioxide emissions,TO,All Fuels,MS,Mississippi,23.072812,million metric tons of CO2
2011,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,MS,Mississippi,13.021662,million metric tons of CO2
2011,EC,Electric Power carbon dioxide emissions,PE,Petroleum,MS,Mississippi,.029157,million metric tons of CO2
2011,EC,Electric Power carbon dioxide emissions,CO,Coal,MS,Mississippi,10.021994,million metric tons of CO2
2011,TC,Transportation carbon dioxide emissions,TO,All Fuels,MS,Mississippi,21.786369,million metric tons of CO2
2011,TC,Transportation carbon dioxide emissions,NG,Natural Gas,MS,Mississippi,1.555883,million metric tons of CO2
2011,TC,Transportation carbon dioxide emissions,PE,Petroleum,MS,Mississippi,20.230486,million metric tons of CO2
2011,TC,Transportation carbon dioxide emissions,CO,Coal,MS,Mississippi,0,million metric tons of CO2
2011,IC,Industrial carbon dioxide emissions,TO,All Fuels,MS,Mississippi,10.292764,million metric tons of CO2
2011,IC,Industrial carbon dioxide emissions,NG,Natural Gas,MS,Mississippi,6.014752,million metric tons of CO2
2011,IC,Industrial carbon dioxide emissions,PE,Petroleum,MS,Mississippi,4.029221,million metric tons of CO2
2011,IC,Industrial carbon dioxide emissions,CO,Coal,MS,Mississippi,.248791,million metric tons of CO2
2011,CC,Commercial carbon dioxide emissions,TO,All Fuels,MS,Mississippi,1.517613,million metric tons of CO2
2011,CC,Commercial carbon dioxide emissions,NG,Natural Gas,MS,Mississippi,1.092718,million metric tons of CO2
2011,CC,Commercial carbon dioxide emissions,PE,Petroleum,MS,Mississippi,.424895,million metric tons of CO2
2011,CC,Commercial carbon dioxide emissions,CO,Coal,MS,Mississippi,0,million metric tons of CO2
2011,RC,Residential carbon dioxide emissions,TO,All Fuels,MS,Mississippi,1.73405,million metric tons of CO2
2011,RC,Residential carbon dioxide emissions,NG,Natural Gas,MS,Mississippi,1.311618,million metric tons of CO2
2011,RC,Residential carbon dioxide emissions,PE,Petroleum,MS,Mississippi,.422432,million metric tons of CO2
2011,RC,Residential carbon dioxide emissions,CO,Coal,MS,Mississippi,0,million metric tons of CO2
2011,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,OK,Oklahoma,106.687589,million metric tons of CO2
2011,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,OK,Oklahoma,35.37171,million metric tons of CO2
2011,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,OK,Oklahoma,35.187346,million metric tons of CO2
2011,TT,Total carbon dioxide emissions from all sectors,CO,Coal,OK,Oklahoma,36.128534,million metric tons of CO2
2011,EC,Electric Power carbon dioxide emissions,TO,All Fuels,OK,Oklahoma,49.549502,million metric tons of CO2
2011,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,OK,Oklahoma,14.528183,million metric tons of CO2
2011,EC,Electric Power carbon dioxide emissions,PE,Petroleum,OK,Oklahoma,.012972,million metric tons of CO2
2011,EC,Electric Power carbon dioxide emissions,CO,Coal,OK,Oklahoma,35.008346,million metric tons of CO2
2011,TC,Transportation carbon dioxide emissions,TO,All Fuels,OK,Oklahoma,30.301576,million metric tons of CO2
2011,TC,Transportation carbon dioxide emissions,NG,Natural Gas,OK,Oklahoma,1.705498,million metric tons of CO2
2011,TC,Transportation carbon dioxide emissions,PE,Petroleum,OK,Oklahoma,28.596078,million metric tons of CO2
2011,TC,Transportation carbon dioxide emissions,CO,Coal,OK,Oklahoma,0,million metric tons of CO2
2011,IC,Industrial carbon dioxide emissions,TO,All Fuels,OK,Oklahoma,20.44075,million metric tons of CO2
2011,IC,Industrial carbon dioxide emissions,NG,Natural Gas,OK,Oklahoma,13.575099,million metric tons of CO2
2011,IC,Industrial carbon dioxide emissions,PE,Petroleum,OK,Oklahoma,5.745464,million metric tons of CO2
2011,IC,Industrial carbon dioxide emissions,CO,Coal,OK,Oklahoma,1.120187,million metric tons of CO2
2011,CC,Commercial carbon dioxide emissions,TO,All Fuels,OK,Oklahoma,2.587004,million metric tons of CO2
2011,CC,Commercial carbon dioxide emissions,NG,Natural Gas,OK,Oklahoma,2.207736,million metric tons of CO2
2011,CC,Commercial carbon dioxide emissions,PE,Petroleum,OK,Oklahoma,.379267,million metric tons of CO2
2011,CC,Commercial carbon dioxide emissions,CO,Coal,OK,Oklahoma,0,million metric tons of CO2
2011,RC,Residential carbon dioxide emissions,TO,All Fuels,OK,Oklahoma,3.808758,million metric tons of CO2
2011,RC,Residential carbon dioxide emissions,NG,Natural Gas,OK,Oklahoma,3.355192,million metric tons of CO2
2011,RC,Residential carbon dioxide emissions,PE,Petroleum,OK,Oklahoma,.453565,million metric tons of CO2
2011,RC,Residential carbon dioxide emissions,CO,Coal,OK,Oklahoma,0,million metric tons of CO2
2011,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,WI,Wisconsin,98.022687,million metric tons of CO2
2011,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,WI,Wisconsin,20.923025,million metric tons of CO2
2011,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,WI,Wisconsin,34.392013,million metric tons of CO2
2011,TT,Total carbon dioxide emissions from all sectors,CO,Coal,WI,Wisconsin,42.70765,million metric tons of CO2
2011,EC,Electric Power carbon dioxide emissions,TO,All Fuels,WI,Wisconsin,42.254055,million metric tons of CO2
2011,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,WI,Wisconsin,2.563329,million metric tons of CO2
2011,EC,Electric Power carbon dioxide emissions,PE,Petroleum,WI,Wisconsin,.479205,million metric tons of CO2
2011,EC,Electric Power carbon dioxide emissions,CO,Coal,WI,Wisconsin,39.211521,million metric tons of CO2
2011,TC,Transportation carbon dioxide emissions,TO,All Fuels,WI,Wisconsin,28.454586,million metric tons of CO2
2011,TC,Transportation carbon dioxide emissions,NG,Natural Gas,WI,Wisconsin,.143575,million metric tons of CO2
2011,TC,Transportation carbon dioxide emissions,PE,Petroleum,WI,Wisconsin,28.31101,million metric tons of CO2
2011,TC,Transportation carbon dioxide emissions,CO,Coal,WI,Wisconsin,0,million metric tons of CO2
2011,IC,Industrial carbon dioxide emissions,TO,All Fuels,WI,Wisconsin,12.907457,million metric tons of CO2
2011,IC,Industrial carbon dioxide emissions,NG,Natural Gas,WI,Wisconsin,6.557503,million metric tons of CO2
2011,IC,Industrial carbon dioxide emissions,PE,Petroleum,WI,Wisconsin,3.107013,million metric tons of CO2
2011,IC,Industrial carbon dioxide emissions,CO,Coal,WI,Wisconsin,3.242941,million metric tons of CO2
2011,CC,Commercial carbon dioxide emissions,TO,All Fuels,WI,Wisconsin,5.513414,million metric tons of CO2
2011,CC,Commercial carbon dioxide emissions,NG,Natural Gas,WI,Wisconsin,4.687466,million metric tons of CO2
2011,CC,Commercial carbon dioxide emissions,PE,Petroleum,WI,Wisconsin,.572761,million metric tons of CO2
2011,CC,Commercial carbon dioxide emissions,CO,Coal,WI,Wisconsin,.253187,million metric tons of CO2
2011,RC,Residential carbon dioxide emissions,TO,All Fuels,WI,Wisconsin,8.893175,million metric tons of CO2
2011,RC,Residential carbon dioxide emissions,NG,Natural Gas,WI,Wisconsin,6.971152,million metric tons of CO2
2011,RC,Residential carbon dioxide emissions,PE,Petroleum,WI,Wisconsin,1.922023,million metric tons of CO2
2011,RC,Residential carbon dioxide emissions,CO,Coal,WI,Wisconsin,0,million metric tons of CO2
2011,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,MO,Missouri,136.514056,million metric tons of CO2
2011,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,MO,Missouri,14.481532,million metric tons of CO2
2011,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,MO,Missouri,43.17942,million metric tons of CO2
2011,TT,Total carbon dioxide emissions from all sectors,CO,Coal,MO,Missouri,78.853104,million metric tons of CO2
2011,EC,Electric Power carbon dioxide emissions,TO,All Fuels,MO,Missouri,79.511501,million metric tons of CO2
2011,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,MO,Missouri,2.040809,million metric tons of CO2
2011,EC,Electric Power carbon dioxide emissions,PE,Petroleum,MO,Missouri,.061927,million metric tons of CO2
2011,EC,Electric Power carbon dioxide emissions,CO,Coal,MO,Missouri,77.408764,million metric tons of CO2
2011,TC,Transportation carbon dioxide emissions,TO,All Fuels,MO,Missouri,38.491523,million metric tons of CO2
2011,TC,Transportation carbon dioxide emissions,NG,Natural Gas,MO,Missouri,.377622,million metric tons of CO2
2011,TC,Transportation carbon dioxide emissions,PE,Petroleum,MO,Missouri,38.1139,million metric tons of CO2
2011,TC,Transportation carbon dioxide emissions,CO,Coal,MO,Missouri,0,million metric tons of CO2
2011,IC,Industrial carbon dioxide emissions,TO,All Fuels,MO,Missouri,7.93321,million metric tons of CO2
2011,IC,Industrial carbon dioxide emissions,NG,Natural Gas,MO,Missouri,3.239475,million metric tons of CO2
2011,IC,Industrial carbon dioxide emissions,PE,Petroleum,MO,Missouri,3.512674,million metric tons of CO2
2011,IC,Industrial carbon dioxide emissions,CO,Coal,MO,Missouri,1.181061,million metric tons of CO2
2011,CC,Commercial carbon dioxide emissions,TO,All Fuels,MO,Missouri,4.021702,million metric tons of CO2
2011,CC,Commercial carbon dioxide emissions,NG,Natural Gas,MO,Missouri,3.334853,million metric tons of CO2
2011,CC,Commercial carbon dioxide emissions,PE,Petroleum,MO,Missouri,.423571,million metric tons of CO2
2011,CC,Commercial carbon dioxide emissions,CO,Coal,MO,Missouri,.263278,million metric tons of CO2
2011,RC,Residential carbon dioxide emissions,TO,All Fuels,MO,Missouri,6.556121,million metric tons of CO2
2011,RC,Residential carbon dioxide emissions,NG,Natural Gas,MO,Missouri,5.488772,million metric tons of CO2
2011,RC,Residential carbon dioxide emissions,PE,Petroleum,MO,Missouri,1.067349,million metric tons of CO2
2011,RC,Residential carbon dioxide emissions,CO,Coal,MO,Missouri,0,million metric tons of CO2
2011,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,WV,West Virginia,97.827229,million metric tons of CO2
2011,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,WV,West Virginia,6.535824,million metric tons of CO2
2011,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,WV,West Virginia,12.89851,million metric tons of CO2
2011,TT,Total carbon dioxide emissions from all sectors,CO,Coal,WV,West Virginia,78.392895,million metric tons of CO2
2011,EC,Electric Power carbon dioxide emissions,TO,All Fuels,WV,West Virginia,72.810843,million metric tons of CO2
2011,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,WV,West Virginia,.141905,million metric tons of CO2
2011,EC,Electric Power carbon dioxide emissions,PE,Petroleum,WV,West Virginia,.13974,million metric tons of CO2
2011,EC,Electric Power carbon dioxide emissions,CO,Coal,WV,West Virginia,72.529198,million metric tons of CO2
2011,TC,Transportation carbon dioxide emissions,TO,All Fuels,WV,West Virginia,10.967571,million metric tons of CO2
2011,TC,Transportation carbon dioxide emissions,NG,Natural Gas,WV,West Virginia,1.234436,million metric tons of CO2
2011,TC,Transportation carbon dioxide emissions,PE,Petroleum,WV,West Virginia,9.733135,million metric tons of CO2
2011,TC,Transportation carbon dioxide emissions,CO,Coal,WV,West Virginia,0,million metric tons of CO2
2011,IC,Industrial carbon dioxide emissions,TO,All Fuels,WV,West Virginia,10.672095,million metric tons of CO2
2011,IC,Industrial carbon dioxide emissions,NG,Natural Gas,WV,West Virginia,2.329583,million metric tons of CO2
2011,IC,Industrial carbon dioxide emissions,PE,Petroleum,WV,West Virginia,2.478815,million metric tons of CO2
2011,IC,Industrial carbon dioxide emissions,CO,Coal,WV,West Virginia,5.863697,million metric tons of CO2
2011,CC,Commercial carbon dioxide emissions,TO,All Fuels,WV,West Virginia,1.625133,million metric tons of CO2
2011,CC,Commercial carbon dioxide emissions,NG,Natural Gas,WV,West Virginia,1.386776,million metric tons of CO2
2011,CC,Commercial carbon dioxide emissions,PE,Petroleum,WV,West Virginia,.238357,million metric tons of CO2
2011,CC,Commercial carbon dioxide emissions,CO,Coal,WV,West Virginia,0,million metric tons of CO2
2011,RC,Residential carbon dioxide emissions,TO,All Fuels,WV,West Virginia,1.751587,million metric tons of CO2
2011,RC,Residential carbon dioxide emissions,NG,Natural Gas,WV,West Virginia,1.443124,million metric tons of CO2
2011,RC,Residential carbon dioxide emissions,PE,Petroleum,WV,West Virginia,.308463,million metric tons of CO2
2011,RC,Residential carbon dioxide emissions,CO,Coal,WV,West Virginia,0,million metric tons of CO2
2011,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,ND,North Dakota,53.947357,million metric tons of CO2
2011,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,ND,North Dakota,3.757911,million metric tons of CO2
2011,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,ND,North Dakota,12.541403,million metric tons of CO2
2011,TT,Total carbon dioxide emissions from all sectors,CO,Coal,ND,North Dakota,37.648043,million metric tons of CO2
2011,EC,Electric Power carbon dioxide emissions,TO,All Fuels,ND,North Dakota,28.737362,million metric tons of CO2
2011,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,ND,North Dakota,.00002,million metric tons of CO2
2011,EC,Electric Power carbon dioxide emissions,PE,Petroleum,ND,North Dakota,.034606,million metric tons of CO2
2011,EC,Electric Power carbon dioxide emissions,CO,Coal,ND,North Dakota,28.702737,million metric tons of CO2
2011,TC,Transportation carbon dioxide emissions,TO,All Fuels,ND,North Dakota,7.762543,million metric tons of CO2
2011,TC,Transportation carbon dioxide emissions,NG,Natural Gas,ND,North Dakota,.773413,million metric tons of CO2
2011,TC,Transportation carbon dioxide emissions,PE,Petroleum,ND,North Dakota,6.98913,million metric tons of CO2
2011,TC,Transportation carbon dioxide emissions,CO,Coal,ND,North Dakota,0,million metric tons of CO2
2011,IC,Industrial carbon dioxide emissions,TO,All Fuels,ND,North Dakota,15.136002,million metric tons of CO2
2011,IC,Industrial carbon dioxide emissions,NG,Natural Gas,ND,North Dakota,1.863812,million metric tons of CO2
2011,IC,Industrial carbon dioxide emissions,PE,Petroleum,ND,North Dakota,4.470856,million metric tons of CO2
2011,IC,Industrial carbon dioxide emissions,CO,Coal,ND,North Dakota,8.801335,million metric tons of CO2
2011,CC,Commercial carbon dioxide emissions,TO,All Fuels,ND,North Dakota,1.268929,million metric tons of CO2
2011,CC,Commercial carbon dioxide emissions,NG,Natural Gas,ND,North Dakota,.561254,million metric tons of CO2
2011,CC,Commercial carbon dioxide emissions,PE,Petroleum,ND,North Dakota,.563703,million metric tons of CO2
2011,CC,Commercial carbon dioxide emissions,CO,Coal,ND,North Dakota,.143972,million metric tons of CO2
2011,RC,Residential carbon dioxide emissions,TO,All Fuels,ND,North Dakota,1.042521,million metric tons of CO2
2011,RC,Residential carbon dioxide emissions,NG,Natural Gas,ND,North Dakota,.559412,million metric tons of CO2
2011,RC,Residential carbon dioxide emissions,PE,Petroleum,ND,North Dakota,.483109,million metric tons of CO2
2011,RC,Residential carbon dioxide emissions,CO,Coal,ND,North Dakota,0,million metric tons of CO2
2011,RC,Residential carbon dioxide emissions,PE,Petroleum,DC,District of Columbia,.015273,million metric tons of CO2
2011,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,DC,District of Columbia,3.079668,million metric tons of CO2
2011,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,DC,District of Columbia,1.772708,million metric tons of CO2
2011,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,DC,District of Columbia,1.302449,million metric tons of CO2
2011,TT,Total carbon dioxide emissions from all sectors,CO,Coal,DC,District of Columbia,.004511,million metric tons of CO2
2011,EC,Electric Power carbon dioxide emissions,TO,All Fuels,DC,District of Columbia,.172146,million metric tons of CO2
2011,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,DC,District of Columbia,.05431,million metric tons of CO2
2011,EC,Electric Power carbon dioxide emissions,PE,Petroleum,DC,District of Columbia,.117836,million metric tons of CO2
2011,EC,Electric Power carbon dioxide emissions,CO,Coal,DC,District of Columbia,0,million metric tons of CO2
2011,TC,Transportation carbon dioxide emissions,TO,All Fuels,DC,District of Columbia,1.144426,million metric tons of CO2
2011,TC,Transportation carbon dioxide emissions,NG,Natural Gas,DC,District of Columbia,.139263,million metric tons of CO2
2011,TC,Transportation carbon dioxide emissions,PE,Petroleum,DC,District of Columbia,1.005164,million metric tons of CO2
2011,TC,Transportation carbon dioxide emissions,CO,Coal,DC,District of Columbia,0,million metric tons of CO2
2011,IC,Industrial carbon dioxide emissions,TO,All Fuels,DC,District of Columbia,.023336,million metric tons of CO2
2011,IC,Industrial carbon dioxide emissions,NG,Natural Gas,DC,District of Columbia,0,million metric tons of CO2
2011,IC,Industrial carbon dioxide emissions,PE,Petroleum,DC,District of Columbia,.023336,million metric tons of CO2
2011,IC,Industrial carbon dioxide emissions,CO,Coal,DC,District of Columbia,0,million metric tons of CO2
2011,CC,Commercial carbon dioxide emissions,TO,All Fuels,DC,District of Columbia,1.056435,million metric tons of CO2
2011,CC,Commercial carbon dioxide emissions,NG,Natural Gas,DC,District of Columbia,.911086,million metric tons of CO2
2011,CC,Commercial carbon dioxide emissions,PE,Petroleum,DC,District of Columbia,.140839,million metric tons of CO2
2011,CC,Commercial carbon dioxide emissions,CO,Coal,DC,District of Columbia,.004511,million metric tons of CO2
2011,RC,Residential carbon dioxide emissions,TO,All Fuels,DC,District of Columbia,.683324,million metric tons of CO2
2011,RC,Residential carbon dioxide emissions,NG,Natural Gas,DC,District of Columbia,.66805,million metric tons of CO2
2011,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,FL,Florida,232.056065,million metric tons of CO2
2011,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,FL,Florida,65.425399,million metric tons of CO2
2011,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,FL,Florida,113.843579,million metric tons of CO2
2011,TT,Total carbon dioxide emissions from all sectors,CO,Coal,FL,Florida,52.787087,million metric tons of CO2
2011,EC,Electric Power carbon dioxide emissions,TO,All Fuels,FL,Florida,110.965124,million metric tons of CO2
2011,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,FL,Florida,56.248015,million metric tons of CO2
2011,EC,Electric Power carbon dioxide emissions,PE,Petroleum,FL,Florida,3.127744,million metric tons of CO2
2011,EC,Electric Power carbon dioxide emissions,CO,Coal,FL,Florida,51.589365,million metric tons of CO2
2011,TC,Transportation carbon dioxide emissions,TO,All Fuels,FL,Florida,105.08176,million metric tons of CO2
2011,TC,Transportation carbon dioxide emissions,NG,Natural Gas,FL,Florida,.734618,million metric tons of CO2
2011,TC,Transportation carbon dioxide emissions,PE,Petroleum,FL,Florida,104.347142,million metric tons of CO2
2011,TC,Transportation carbon dioxide emissions,CO,Coal,FL,Florida,0,million metric tons of CO2
2011,IC,Industrial carbon dioxide emissions,TO,All Fuels,FL,Florida,9.935807,million metric tons of CO2
2011,IC,Industrial carbon dioxide emissions,NG,Natural Gas,FL,Florida,4.673629,million metric tons of CO2
2011,IC,Industrial carbon dioxide emissions,PE,Petroleum,FL,Florida,4.064456,million metric tons of CO2
2011,IC,Industrial carbon dioxide emissions,CO,Coal,FL,Florida,1.197722,million metric tons of CO2
2011,CC,Commercial carbon dioxide emissions,TO,All Fuels,FL,Florida,4.726397,million metric tons of CO2
2011,CC,Commercial carbon dioxide emissions,NG,Natural Gas,FL,Florida,2.885223,million metric tons of CO2
2011,CC,Commercial carbon dioxide emissions,PE,Petroleum,FL,Florida,1.841174,million metric tons of CO2
2011,CC,Commercial carbon dioxide emissions,CO,Coal,FL,Florida,0,million metric tons of CO2
